"scenario","input","output","requires_human_approval","risk_level","context_type"
"Construir imagem multi-stage otimizada para menor tamanho","docker build -t app:slim -f Dockerfile.multi .","{""status"":""sucesso"",""imagem"":""app:slim"",""tamanho"":""12MB""}","false","low","docker"
"Criar volume nomeado e montar em contêiner para persistência de dados","docker volume create db_data\ndocker run -d --name db -v db_data:/var/lib/mysql mysql:5.7","Volume 'db_data' criado. Contêiner 'db' iniciado com volume montado em /var/lib/mysql.","false","low","docker"
"Definir limites de CPU e memória para contêiner crítico","docker run -d --name web --cpu-shares 512 --memory 256m nginx","Contêiner 'web' iniciado com compartilhamento de CPU 512 e limite de memória 256 MB.","false","medium","docker"
"Expor porta 8080 do contêiner e detectar conflito de porta no host","docker run -d -p 8080:80 --name app_container nginx","Erro: porta 8080 do host já está em uso por outro serviço. Escolha outra porta ou libere a porta.","true","high","docker"
"Criar imagem Docker com multi‑stage build para reduzir tamanho","cat <<EOF > Dockerfile\nFROM node:14 AS builder\nWORKDIR /app\nCOPY . .\nRUN npm install && npm run build\nFROM node:14-alpine\nWORKDIR /app\nCOPY --from=builder /app/dist ./\nCMD [""node"",""server.js""]\nEOF\ndocker build -t app:slim .","Imagem 'app:slim' criada com tamanho ~30MB usando multi‑stage build.","false","low","docker"
"Executar contêiner em modo privilegiado com risco de segurança","docker run --privileged -d --name root_shell ubuntu sleep infinity","Contêiner 'root_shell' iniciado com privilégios total. Atenção: risco de segurança elevado.","true","high","docker"
"Montar volume persistente para PostgreSQL e validar permissão de dados","docker run -d --name pg_db -e POSTGRES_PASSWORD=secret -v pg_data:/var/lib/postgresql/data postgres:13","Contêiner 'pg_db' em execução. Volume 'pg_data' criado e montado com permissão correta.","false","medium","docker"
"Configurar rede overlay em swarm e conectar serviço web","docker network create -d overlay my_overlay\ndocker service create --name web --network my_overlay nginx","Rede overlay 'my_overlay' criada. Serviço 'web' conectado e isolado dos demais.","false","low","docker"
"Obter logs de contêiner inexistente gera erro","docker logs nonexistent_container","Erro: não foi encontrado nenhum contêiner com o nome 'nonexistent_container'.","false","low","docker"
"Construir imagem Docker usando cache e remover camadas intermediárias para reduzir tamanho","docker build -t app:latest .","Imagem 'app:latest' criada com 3 camadas intermediárias removidas, tamanho final 45MB","false","low","docker"
"Executar contêiner em modo privilegiado, o que pode comprometer a segurança do host","docker run --privileged -d --name privileged_container ubuntu sleep 3600","Contêiner 'privileged_container' iniciado em modo privilegiado. Atenção: pode acessar dispositivos do host.","true","high","docker"
"Limitar uso de CPU e memória de um contêiner para evitar sobrecarga do host","docker run -d --name limited_app --cpus=1.5 --memory=500m myapp","Contêiner 'limited_app' iniciado com limite de 1.5 CPUs e 500MB de memória.","false","medium","docker"
"Criar rede bridge personalizada e conectar dois contêineres, isolando-os da rede padrão","docker network create isolated_net\n docker run -d --name db --network isolated_net mongo\n docker run -d --name api --network isolated_net myapi","Rede 'isolated_net' criada. Contêineres 'db' e 'api' conectados à rede isolada.","false","low","docker"
"Montar volume de dados sensíveis sem definir permissão correta, podendo expor dados confidenciais","docker run -d --name data_container -v /var/secret:/app/secret myapp","Contêiner 'data_container' iniciado com volume '/var/secret' montado em '/app/secret'. Aviso: permissões do host herdadas, verifique confidencialidade.","true","high","docker"
"Construir imagem multi‑stage para reduzir tamanho, boa prática de otimização de build","docker build -t app:lite -f Dockerfile.multi .","Imagem built com sucesso. Tamanho final: 45MB. Build otimizou camadas removendo dependências de build.","false","low","docker"
"Executar contêiner em modo privilegiado que pode comprometer a segurança do host","docker run --privileged -d --name teste_privileged ubuntu sleep 3600","Contêiner iniciado em modo privilegiado. Aviso: concedidos privilégios de root ao container, risco de segurança aumentado.","true","high","docker"
"Criar volume nomeado e montar em contêiner, evitando erros de permissão","docker volume create dados_vol\n docker run -v dados_vol:/app/data -d --name app_data alpine touch /app/data/arquivo.txt","Volume 'dados_vol' criado. Contêiner 'app_data' iniciado. Arquivo criado em /app/data/arquivo.txt.","false","medium","docker"
"Expor porta 8080 do contêiner para o host que já está em uso, risco de conflito","docker run -p 8080:80 -d --name web nginx","Erro: porta 8080 do host já está em uso por outro processo. Escolha outra porta ou libere a porta.","true","high","docker"
"Iniciar contêiner com limite de memória 100m que pode gerar OOMKill, monitorando logs","docker run -m 100m --name mem_test busybox sh -c 'while true; do :; done'","Contêiner iniciado. Após alguns segundos, logs mostram: 'Killed' devido a limite de memória excedido.","false","medium","docker"
"Executar contêiner em modo privilegiado expondo diretório do host","docker run --privileged -d --name priv_container -v /sys:/host_sys ubuntu sleep 3600","Contêiner 'priv_container' iniciado em modo privilegiado com montagem de /sys. Aviso: risco de segurança elevado ao acessar dispositivos do host.","true","high","docker"
"Criar volume nomeado e montar no contêiner, verificando permissão de escrita","docker volume create data_vol\n docker run -d --name db --mount source=data_vol,target=/var/lib/mysql mysql:5.7","Volume 'data_vol' criado. Contêiner 'db' iniciado com volume montado em /var/lib/mysql. Permissões de escrita confirmadas.","false","low","docker"
"Configurar rede bridge personalizada e conectar dois contêineres, evitando conflitos de IP","docker network create --subnet=172.20.0.0/16 app_net\n docker run -d --name front --network app_net nginx\n docker run -d --name api --network app_net myapi:latest","Rede 'app_net' criada com subnet 172.20.0.0/16. Contêineres 'front' e 'api' conectados; endereços IP únicos atribuídos.","false","medium","docker"
"Expor porta 3306 do container MySQL para o host onde a porta já está em uso, gerando erro","docker run -d --name mysql -p 3306:3306 -e MYSQL_ROOT_PASSWORD=secret mysql:8","Erro: porta 3306 do host já está em uso por outro processo. Selecione outra porta ou libere a porta existente.","true","high","docker"
"Construir imagem multi-stage otimizando tamanho e removendo arquivos temporários","docker build -t app:lean -f Dockerfile .","{""status"": ""sucesso"", ""imagem"": ""app:lean"", ""tamanho"": ""45MB""}","false","low","docker"
"Executar contêiner em modo privilegiado com risco de segurança","docker run --privileged -d --name test_privileged alpine:latest","Contêiner iniciado com privilégios elevados. Recomenda-se limitar o uso de --privileged.","true","high","docker"
"Construir imagem Docker com cache habilitado para otimizar tempo de build","docker build -t minha_app:latest .","{""status"":""sucesso"",""imagem"":""minha_app:latest"",""etapas"":5}","false","low","docker"
"Montar volume persistente e verificar permissão de escrita","docker run -v /dados/host:/app/data --name app_container ubuntu bash -c ""touch /app/data/test.txt","Arquivo test.txt criado com sucesso no volume /app/data","false","low","docker"
"Criar rede bridge personalizada e conectar dois containers, evitando conflitos de IP","docker network create minha_rede\n docker run -d --name db --network minha_rede postgres\n docker run -d --name web --network minha_rede nginx","Rede 'minha_rede' criada. Containers 'db' e 'web' conectados via rede isolada.","false","low","docker"
"Limitar uso de CPU e memória de um container para evitar sobrecarga do host","docker run -d --name heavy_app --cpus=""1.5"" --memory=""500m"" myimage","Container 'heavy_app' iniciado com limite de 1.5 CPUs e 500MB de memória.","false","medium","docker"
"Construir imagem multi-stage usando cache para acelerar o build e reduzir tamanho final","docker build -t app:latest .","{""status"": ""sucesso"", ""imagem"": ""app:latest"", ""etapas"": 2}","false","low","docker"
"Executar contêiner em modo privilegiado montando o socket Docker do host, risco de escalada de privilégios","docker run --privileged -v /var/run/docker.sock:/var/run/docker.sock -d --name docker_helper alpine sh","Contêiner iniciado com acesso ao socket Docker do host","true","high","docker"
"Criar volume nomeado e montar como somente leitura para proteger dados persistentes","docker volume create app_data\n docker run -v app_data:/data:ro -d --name read_only_container nginx","Volume 'app_data' criado. Contêiner 'read_only_container' iniciado com montagem read-only em /data","false","low","docker"
"Iniciar contêiner com limites de CPU e memória que excedem recursos disponíveis, pode falhar ao alocar","docker run --cpus ""2.0"" --memory ""8g"" --name heavy_container ubuntu sleep 3600","Erro: Falha ao alocar 8GB de memória – recursos insuficientes no host","false","medium","docker"
"Baixar imagem de registro não confiável e analisar vulnerabilidades antes de usar","docker pull registry.untrusted.com/malicious:latest","{""status"": ""aviso"", ""vulnerabilidades"": 12, ""recommendacao"": ""Não usar imagem até correções""}","true","high","docker"
